Crash ID,State,YYYYMM,Year,Month,Day of week,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Road Userindex,Gender,Ageindex,Speed,Driving experienceindex,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Time of day,Age,Road User,Driving experience
20172179,Vic,2017-02,2017,2,Friday,17:22:00,Multiple,No,Yes,No,Car driver,Male,45,104,14,Inner Regional Australia,Ballarat,Hepburn (S),National or State Highway,No,No,40_to_64,Day,,,
20171120,NSW,2017-02,2017,2,Wednesday,15:50:00,Multiple,No,No,Yes,Car driver,Male,48,83,12,Major Cities of Australia,Illawarra,Wollongong,Arterial Road,No,No,40_to_64,Day,,,
20171176,NSW,2017-02,2017,2,Thursday,13:00:00,Single,No,No,No,Car passenger,Female,64,0,27,Inner Regional Australia,Mid North Coast,Mid-Coast,Local Road,No,No,40_to_64,Day,,,
20172077,Vic,2017-02,2017,2,Wednesday,16:00:00,Multiple,No,No,No,Car driver,Female,63,98,29,Inner Regional Australia,Shepparton,Moira (S),Sub-Arterial Road,No,No,40_to_64,Day,,,
20172173,Vic,2017-02,2017,2,Wednesday,10:55:00,Single,No,No,No,Car driver,Female,53,77,30,Inner Regional Australia,Hume,Benalla (RC),National or State Highway,No,No,40_to_64,Day,,,
20174056,SA,2017-02,2017,2,Friday,16:15:00,Multiple,No,No,Yes,Car driver,Male,49,53,12,Outer Regional Australia,South Australia - South East,Wattle Range (DC),Arterial Road,No,No,40_to_64,Day,,,
20172138,Vic,2017-02,2017,2,Friday,22:44:00,Single,No,No,No,Car passenger,Male,40,0,14,Major Cities of Australia,Melbourne - South East,Kingston (C) (Vic.),Local Road,No,No,40_to_64,Night,,,
20171114,NSW,2017-02,2017,2,Friday,12:50:00,Single,No,Yes,No,Pedestrian,Male,80,0,44,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road,No,No,75_or_older,Day,,,
20171303,NSW,2017-02,2017,2,Friday,8:26:00,Multiple,No,No,No,Pedestrian,Female,31,0,14,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Collector Road,No,No,26_to_39,Day,,,
20171210,NSW,2017-02,2017,2,Friday,2:00:00,Multiple,No,No,Yes,Car driver,Male,15,117,3,Outer Regional Australia,Mid North Coast,Nambucca,National or State Highway,No,No,0_to_16,Night,,,
20172101,Vic,2017-02,2017,2,Wednesday,18:44:00,Single,No,No,No,Car driver,Male,70,82,27,Major Cities of Australia,Melbourne - West,Melton (C),Collector Road,No,No,65_to_74,Night,,,
20171251,NSW,2017-02,2017,2,Wednesday,21:50:00,Multiple,No,No,Yes,Car driver,Female,87,151,41,Inner Regional Australia,Sydney - North Sydney and Hornsby,Hornsby,National or State Highway,No,No,75_or_older,Night,,,
20171348,NSW,2017-02,2017,2,Monday,14:50:00,Multiple,No,No,No,Car passenger,Female,86,0,41,Major Cities of Australia,Sydney - City and Inner South,Inner West,Collector Road,No,No,75_or_older,Day,,,
20175139,WA,2017-01,2017,1,Saturday,1:33:00,Single,No,No,No,Car driver,Male,23,58,7,Inner Regional Australia,Bunbury,Busselton (C),Arterial Road,No,No,17_to_25,Night,,,
20171204,NSW,2017-01,2017,1,Sunday,22:25:00,Single,No,No,No,Car driver,Male,18,72,3,Inner Regional Australia,Riverina,Junee,Arterial Road,No,No,17_to_25,Night,,,
20172169,Vic,2017-01,2017,1,Saturday,0:35:00,Single,No,No,No,Car passenger,Male,19,0,2,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Sub-Arterial Road,No,No,17_to_25,Night,,,
20171178,NSW,2017-01,2017,1,Friday,18:00:00,Single,No,No,No,Car driver,Male,84,118,43,Outer Regional Australia,Far West and Orana,Dubbo Regional,Local Road,No,No,75_or_older,Night,,,
20171323,NSW,2017-01,2017,1,Friday,21:30:00,Single,No,No,No,Car driver,Male,36,111,13,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Arterial Road,No,No,26_to_39,Night,,,
20171011,NSW,2017-01,2017,1,Friday,23:55:00,Single,No,No,No,Car driver,Male,62,98,29,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway,No,No,40_to_64,Night,,,
20176019,Tas,2017-01,2017,1,Friday,19:00:00,Single,No,No,No,Motorcycle rider,Male,46,115,13,Outer Regional Australia,Launceston and North East,Northern Midlands (M),Arterial Road,No,No,40_to_64,Night,,,
20175128,WA,2017-01,2017,1,Monday,1:20:00,Multiple,No,Yes,No,Car driver,Male,48,113,13,Major Cities of Australia,Perth - Inner,Perth (C),Arterial Road,No,No,40_to_64,Night,,,
20175044,WA,2017-01,2017,1,Wednesday,18:30:00,Single,No,No,No,Car passenger,Male,10,20,5,Very Remote Australia,Western Australia - Outback (South),Coolgardie (S),National or State Highway,No,No,0_to_16,Night,,,
20175024,WA,2017-01,2017,1,Wednesday,5:15:00,Single,No,No,No,Car driver,Male,24,120,7,Major Cities of Australia,Perth - North West,Wanneroo (C),Local Road,No,No,17_to_25,Night,,,
20171032,NSW,2017-01,2017,1,Wednesday,21:30:00,Single,No,No,No,Car driver,Male,23,105,5,Outer Regional Australia,New England and North West,Tamworth Regional,Sub-Arterial Road,No,No,17_to_25,Night,,,
20172183,Vic,2017-01,2017,1,Wednesday,18:50:00,Multiple,No,No,No,Car driver,Male,24,112,7,Inner Regional Australia,Shepparton,Greater Shepparton (C),National or State Highway,No,No,17_to_25,Night,,,
20172190,Vic,2017-01,2017,1,Friday,3:50:00,Single,No,No,No,Car driver,Male,18,143,5,Inner Regional Australia,Ballarat,Golden Plains (S),National or State Highway,No,No,17_to_25,Night,,,
20175082,WA,2017-01,2017,1,Monday,18:27:00,Single,No,No,No,Car driver,Male,24,74,6,Inner Regional Australia,Bunbury,Harvey (S),Local Road,Yes,No,17_to_25,Night,,,
20171274,NSW,2017-01,2017,1,Thursday,21:50:00,Single,No,No,No,Car driver,Male,29,126,6,Outer Regional Australia,Central West,Parkes,Arterial Road,No,No,26_to_39,Night,,,
20174039,SA,2017-01,2017,1,Friday,0:15:00,Multiple,No,Yes,No,Car driver,Male,62,81,28,Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,40_to_64,Night,,,
20175013,WA,2017-01,2017,1,Sunday,10:23:00,Single,No,No,No,Car driver,Male,89,87,44,Major Cities of Australia,Perth - North West,Stirling (C),Arterial Road,No,No,75_or_older,Day,,,
20172002,Vic,2017-01,2017,1,Saturday,16:47:00,Multiple,No,No,No,Motorcycle rider,Male,75,86,44,Major Cities of Australia,Melbourne - Inner South,Bayside (C),Arterial Road,No,No,75_or_older,Day,,,
20171058,NSW,2017-01,2017,1,Saturday,12:58:00,Multiple,No,No,No,Car driver,Female,19,78,4,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,17_to_25,Day,,,
20171049,NSW,2017-01,2017,1,Saturday,17:25:00,Multiple,No,No,No,Motorcycle rider,Male,22,70,7,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,No,No,17_to_25,Day,,,
20175058,WA,2017-01,2017,1,Sunday,16:30:00,Multiple,No,No,No,Motorcycle rider,Male,21,122,4,Major Cities of Australia,Perth - South East,Canning (C),National or State Highway,Yes,No,17_to_25,Day,,,
20175089,WA,2017-01,2017,1,Sunday,17:14:00,Multiple,No,No,No,Car driver,Male,25,107,5,Major Cities of Australia,Perth - North West,Joondalup (C),Arterial Road,Yes,No,17_to_25,Day,,,
20172104,Vic,2017-01,2017,1,Sunday,16:50:00,Multiple,No,No,No,Car passenger,Female,38,0,13,Inner Regional Australia,Bendigo,Greater Bendigo (C),Arterial Road,No,No,26_to_39,Day,,,
20172092,Vic,2017-01,2017,1,Sunday,16:50:00,Multiple,No,No,No,Car passenger,Male,52,20,29,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),National or State Highway,No,No,40_to_64,Day,,,
20175064,WA,2017-01,2017,1,Sunday,12:11:00,Multiple,No,No,No,Car passenger,Female,68,20,28,Inner Regional Australia,Perth - South East,Armadale (C),National or State Highway,No,No,65_to_74,Day,,,
20175064,WA,2017-01,2017,1,Sunday,12:11:00,Multiple,No,No,No,Car passenger,Male,67,20,28,Inner Regional Australia,Perth - South East,Armadale (C),National or State Highway,No,No,65_to_74,Day,,,
20172160,Vic,2017-01,2017,1,Monday,15:30:00,Single,No,No,No,Car passenger,Female,96,0,61,Major Cities of Australia,Melbourne - Inner South,Bayside (C),Collector Road,No,No,75_or_older,Day,,,
20171331,NSW,2017-01,2017,1,Friday,14:29:00,Single,No,No,No,Car driver,Male,91,118,62,Outer Regional Australia,Central West,Cabonne,Arterial Road,No,No,75_or_older,Day,,,
20175146,WA,2017-01,2017,1,Monday,11:43:00,Single,No,No,No,Car driver,Male,79,112,42,Major Cities of Australia,Perth - South West,Cockburn (C),National or State Highway,No,No,75_or_older,Day,,,
20174053,SA,2017-01,2017,1,Tuesday,9:25:00,Multiple,No,No,No,Car driver,Female,81,88,41,Inner Regional Australia,Adelaide - North,Light (RegC),Collector Road,No,No,75_or_older,Day,,,
20174022,SA,2017-01,2017,1,Friday,15:25:00,Multiple,No,No,No,Car passenger,Female,93,0,65,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,75_or_older,Day,,,
20174022,SA,2017-01,2017,1,Friday,15:25:00,Multiple,No,No,No,Car driver,Male,89,39,44,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No,75_or_older,Day,,,
20171121,NSW,2017-01,2017,1,Wednesday,13:12:00,Multiple,No,No,No,Car passenger,Male,79,0,44,Major Cities of Australia,Sydney - South West,Fairfield,Arterial Road,No,No,75_or_older,Day,,,
20171121,NSW,2017-01,2017,1,Wednesday,13:12:00,Multiple,No,No,No,Car passenger,Female,75,0,43,Major Cities of Australia,Sydney - South West,Fairfield,Arterial Road,No,No,75_or_older,Day,,,
20172226,Vic,2017-01,2017,1,Friday,16:45:00,Single,No,No,No,Car passenger,Female,3,0,4,Inner Regional Australia,Shepparton,Campaspe (S),Arterial Road,No,No,0_to_16,Day,23.0,Car passenger,4.0
20172047,Vic,2017-01,2017,1,Friday,17:00:00,Multiple,No,No,No,Car passenger,Female,17,20,3,Inner Regional Australia,Ballarat,Golden Plains (S),National or State Highway,No,No,17_to_25,Day,,,
20171130,NSW,2017-01,2017,1,Friday,13:55:00,Multiple,No,No,Yes,Car driver,Male,17,147,2,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,National or State Highway,No,No,17_to_25,Day,,,
20177004,NT,2017-01,2017,1,Wednesday,16:58:00,Multiple,No,No,No,Car driver,Male,17,52,3,Remote Australia,Northern Territory - Outback,MacDonnell (R),Arterial Road,No,No,17_to_25,Day,,,
20171018,NSW,2017-01,2017,1,Tuesday,14:20:00,Multiple,No,No,No,Car driver,Female,20,139,1,Major Cities of Australia,Central Coast,Central Coast,Collector Road,No,No,17_to_25,Day,,,
20175062,WA,2017-01,2017,1,Tuesday,15:21:00,Multiple,No,No,No,Motorcycle rider,Male,23,79,5,Major Cities of Australia,Perth - North West,Joondalup (C),Local Road,Yes,No,17_to_25,Day,,,
20175150,WA,2017-01,2017,1,Friday,17:30:00,Single,No,No,No,Car driver,Male,36,158,14,Inner Regional Australia,Bunbury,Donnybrook-Balingup (S),National or State Highway,No,No,26_to_39,Day,,,
20171273,NSW,2017-01,2017,1,Monday,14:28:00,Multiple,No,No,No,Car driver,Male,34,94,12,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway,No,No,26_to_39,Day,,,
20171347,NSW,2017-01,2017,1,Monday,13:15:00,Multiple,No,Yes,No,Motorcycle rider,Male,26,98,7,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,Yes,No,26_to_39,Day,,,
20171340,NSW,2017-01,2017,1,Tuesday,17:25:00,Multiple,No,No,No,Motorcycle rider,Male,44,80,12,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road,No,No,40_to_64,Day,,,
20171273,NSW,2017-01,2017,1,Monday,14:28:00,Multiple,No,No,No,Car passenger,Female,52,20,28,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway,No,No,40_to_64,Day,,,
20176012,Tas,2017-01,2017,1,Friday,16:10:00,Multiple,No,No,No,Motorcycle rider,Male,42,151,14,Inner Regional Australia,Hobart,Hobart (C),Sub-Arterial Road,No,No,40_to_64,Day,,,
20172224,Vic,2017-01,2017,1,Thursday,8:55:00,Multiple,No,Yes,No,Motorcycle rider,Female,45,35,12,Major Cities of Australia,Melbourne - Outer East,Knox (C),Arterial Road,No,No,40_to_64,Day,,,
20171271,NSW,2017-01,2017,1,Tuesday,17:40:00,Multiple,No,No,No,Motorcycle rider,Male,60,83,27,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-Arterial Road,No,No,40_to_64,Day,,,
20172151,Vic,2017-01,2017,1,Thursday,17:28:00,Multiple,No,No,No,Car driver,Male,44,79,13,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No,40_to_64,Day,,,
20171062,NSW,2017-01,2017,1,Monday,13:30:00,Single,No,No,No,Car driver,Male,59,108,26,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Sub-Arterial Road,No,No,40_to_64,Day,,,
20172174,Vic,2017-01,2017,1,Wednesday,14:30:00,Multiple,No,No,Yes,Other vehicle driver,Female,61,116,29,Outer Regional Australia,North West,Swan Hill (RC),Local Road,No,No,40_to_64,Day,,,
20171121,NSW,2017-01,2017,1,Wednesday,13:12:00,Multiple,No,No,No,Car driver,Female,54,55,29,Major Cities of Australia,Sydney - South West,Fairfield,Arterial Road,No,No,40_to_64,Day,,,
20172011,Vic,2017-01,2017,1,Tuesday,16:30:00,Multiple,No,No,No,Motorcycle rider,Male,41,44,13,Major Cities of Australia,Melbourne - West,Wyndham (C),Arterial Road,No,No,40_to_64,Day,,,
20171136,NSW,2017-01,2017,1,Tuesday,14:15:00,Multiple,No,Yes,Yes,Car driver,Male,52,85,27,Outer Regional Australia,Riverina,Leeton,Arterial Road,Yes,No,40_to_64,Day,,,
20171042,NSW,2017-01,2017,1,Monday,10:50:00,Single,No,No,No,Car driver,Female,71,105,43,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road,No,No,65_to_74,Day,,,
20177004,NT,2017-01,2017,1,Wednesday,16:58:00,Multiple,No,No,No,Car passenger,Female,66,0,26,Remote Australia,Northern Territory - Outback,MacDonnell (R),Arterial Road,No,No,65_to_74,Day,,,
20172203,Vic,2017-01,2017,1,Sunday,4:30:00,Single,No,No,No,Pedestrian,Male,23,0,4,Outer Regional Australia,North West,Swan Hill (RC),Sub-Arterial Road,No,No,17_to_25,Night,,,
20177024,NT,2017-01,2017,1,Tuesday,23:30:00,Single,No,No,No,Pedestrian,Male,39,20,11,Very Remote Australia,Northern Territory - Outback,Central Desert (R),National or State Highway,No,No,26_to_39,Night,,,
20171287,NSW,2017-01,2017,1,Monday,2:45:00,Single,No,Yes,No,Pedestrian,Female,48,0,12,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,40_to_64,Night,,,
20175129,WA,2017-01,2017,1,Tuesday,12:48:00,Single,No,No,No,Pedestrian,Male,4,20,1,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley (S),National or State Highway,No,No,0_to_16,Day,,,
20172098,Vic,2017-01,2017,1,Monday,7:59:00,Single,No,No,No,Pedestrian,Female,53,0,26,Inner Regional Australia,Hume,Wangaratta (RC),Local Road,No,No,40_to_64,Day,,,
20171107,NSW,2017-01,2017,1,Thursday,10:18:00,Single,No,No,Yes,Pedestrian,Male,56,0,28,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,40_to_64,Day,,,
20171083,NSW,2017-01,2017,1,Monday,12:05:00,Multiple,No,Yes,No,Pedestrian,Female,51,0,27,Major Cities of Australia,Sydney - Inner South West,Bayside,Arterial Road,No,No,40_to_64,Day,,,
20171026,NSW,2017-01,2017,1,Sunday,22:00:00,Multiple,No,No,No,Pedestrian,Male,19,0,4,Major Cities of Australia,Sydney - Sutherland,Sutherland,Local Road,No,No,17_to_25,Night,,,
20175097,WA,2017-01,2017,1,Tuesday,19:58:00,Multiple,No,No,No,Motorcycle pillion Car passenger,Male,14,0,1,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton (C),Local Road,No,No,0_to_16,Night,,,
20172041,Vic,2017-01,2017,1,Wednesday,3:50:00,Single,No,No,No,Car driver,Male,26,63,7,Inner Regional Australia,Geelong,Greater Geelong (C),Arterial Road,No,No,26_to_39,Night,,,
20171074,NSW,2017-01,2017,1,Monday,18:10:00,Single,No,No,No,Car driver,Male,28,57,6,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Local Road,Yes,No,26_to_39,Night,,,
20174045,SA,2017-01,2017,1,Wednesday,21:00:00,Single,No,No,No,Pedestrian,Female,45,0,13,Major Cities of Australia,Adelaide - South,Onkaparinga (C),Sub-Arterial Road,No,No,40_to_64,Night,,,
20171320,NSW,2017-01,2017,1,Saturday,7:50:00,Single,No,Yes,No,Car driver,Male,69,91,26,Inner Regional Australia,Capital Region,Eurobodalla,Arterial Road,No,No,65_to_74,Day,,,
20172008,Vic,2017-01,2017,1,Tuesday,16:00:00,Multiple,No,No,Yes,Car driver,Female,79,73,45,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),National or State Highway,No,No,75_or_older,Day,,,
20171330,NSW,2017-01,2017,1,Wednesday,11:55:00,Multiple,Yes,No,Yes,Car passenger,Female,78,20,43,Major Cities of Australia,Illawarra,Wollongong,National or State Highway,No,No,75_or_older,Day,,,
20171136,NSW,2017-01,2017,1,Tuesday,14:15:00,Multiple,No,Yes,Yes,Car driver,Male,29,71,4,Outer Regional Australia,Riverina,Leeton,Arterial Road,Yes,No,26_to_39,Day,,,
20165039,WA,2016-12,2016,12,Saturday,5:20:00,Single,No,No,No,Car driver,Female,25,141,5,Major Cities of Australia,Perth - North West,Stirling (C),National or State Highway,No,No,17_to_25,Night,,,
20164021,SA,2016-12,2016,12,Saturday,1:48:00,Single,No,No,No,Car driver,Male,23,71,8,Inner Regional Australia,South Australia - South East,Mid Murray (DC),Local Road,No,No,17_to_25,Night,,,
20165162,WA,2016-12,2016,12,Monday,5:00:00,Single,No,No,No,Car driver,Female,21,88,7,Outer Regional Australia,Western Australia - Wheat Belt,Narrogin (S),Arterial Road,No,No,17_to_25,Night,,,
20161087,NSW,2016-12,2016,12,Saturday,0:24:00,Multiple,No,No,No,Car driver,Male,20,49,2,Inner Regional Australia,Central West,Bathurst Regional,National or State Highway,No,No,17_to_25,Night,,,
20161054,NSW,2016-12,2016,12,Saturday,0:52:00,Multiple,No,No,No,Motorcycle rider,Male,26,111,5,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,Local Road,No,No,26_to_39,Night,,,
20165113,WA,2016-12,2016,12,Sunday,3:33:00,Multiple,No,Yes,Yes,Car driver,Male,34,109,15,Outer Regional Australia,Western Australia - Outback (South),Chapman Valley (S),National or State Highway,No,No,26_to_39,Night,,,
20165105,WA,2016-12,2016,12,Saturday,19:38:00,Single,No,No,No,Car driver,Male,35,121,15,Major Cities of Australia,Perth - North East,Swan (C),Arterial Road,No,No,26_to_39,Night,,,
20161129,NSW,2016-12,2016,12,Sunday,3:00:00,Single,No,No,No,Car driver,Male,38,89,12,Major Cities of Australia,Sydney - South West,Liverpool,Collector Road,No,No,26_to_39,Night,,,
20166004,Tas,2016-12,2016,12,Saturday,20:10:00,Single,No,No,No,Car driver,Male,60,96,26,Outer Regional Australia,South East,Central Highlands (M) (Tas.),Sub-Arterial Road,No,No,40_to_64,Night,,,
20161191,NSW,2016-12,2016,12,Friday,2:10:00,Single,No,No,No,Car passenger,Male,18,0,2,Inner Regional Australia,Illawarra,Wollongong,Collector Road,No,No,17_to_25,Night,,,
20161262,NSW,2016-12,2016,12,Thursday,18:09:00,Single,No,No,Yes,Car passenger,Female,27,0,6,Outer Regional Australia,Central West,Forbes,Sub-Arterial Road,No,No,26_to_39,Night,,,
20165012,WA,2016-12,2016,12,Thursday,22:31:00,Single,No,No,No,Car passenger,Male,29,0,7,Major Cities of Australia,Mandurah,Mandurah (C),Local Road,No,No,26_to_39,Night,,,
20165012,WA,2016-12,2016,12,Thursday,22:31:00,Single,No,No,No,Car driver,Male,46,99,12,Major Cities of Australia,Mandurah,Mandurah (C),Local Road,No,No,40_to_64,Night,,,
20167009,NT,2016-12,2016,12,Tuesday,23:35:00,Single,No,No,No,Car driver,Male,49,59,14,Outer Regional Australia,Darwin,Palmerston (C),Arterial Road,No,No,40_to_64,Night,,,
20165036,WA,2016-12,2016,12,Wednesday,19:30:00,Multiple,No,No,No,Motorcycle rider,Male,15,62,3,Major Cities of Australia,Perth - South West,Cockburn (C),Local Road,Yes,No,0_to_16,Night,,,
20161004,NSW,2016-12,2016,12,Saturday,15:20:00,Single,No,No,No,Car driver,Female,76,69,42,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway,Yes,No,75_or_older,Day,,,
20161211,NSW,2016-12,2016,12,Sunday,10:00:00,Multiple,No,No,No,Pedal cyclist,Female,33,30,13,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Arterial Road,No,No,26_to_39,Day,,,
20166005,Tas,2016-12,2016,12,Sunday,8:15:00,Multiple,No,No,No,Car driver,Male,53,90,29,Inner Regional Australia,Launceston and North East,Northern Midlands (M),National or State Highway,No,No,40_to_64,Day,,,
20165158,WA,2016-12,2016,12,Wednesday,14:30:00,Single,No,No,No,Car driver,Male,40,74,12,Outer Regional Australia,Bunbury,Nannup (S),Arterial Road,No,No,40_to_64,Day,,,
20164011,SA,2016-12,2016,12,Saturday,14:21:00,Single,No,No,No,Motorcycle rider,Male,48,99,14,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),Sub-Arterial Road,Yes,No,40_to_64,Day,,,
20161010,NSW,2016-12,2016,12,Sunday,15:50:00,Single,No,No,No,Car driver,Male,51,72,26,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,Yes,No,40_to_64,Day,,,
20161244,NSW,2016-12,2016,12,Sunday,14:00:00,Multiple,No,No,No,Car driver,Female,67,131,26,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Sub-Arterial Road,Yes,No,65_to_74,Day,,,
20161221,NSW,2016-12,2016,12,Saturday,15:15:00,Multiple,No,No,No,Car driver,Male,17,78,3,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,No,17_to_25,Day,,,
20164045,SA,2016-12,2016,12,Tuesday,12:00:00,Multiple,No,No,Yes,Car driver,Female,90,26,42,Outer Regional Australia,South Australia - South East,Naracoorte and Lucindale (DC),Access Road,No,No,75_or_older,Day,,,
20161231,NSW,2016-12,2016,12,Friday,13:00:00,Multiple,No,No,No,Car driver,Male,75,53,43,Major Cities of Australia,Central Coast,Central Coast,Collector Road,No,No,75_or_older,Day,,,
20165088,WA,2016-12,2016,12,Wednesday,10:15:00,Single,No,No,No,Car passenger,Male,16,0,2,Remote Australia,Western Australia - Wheat Belt,Bruce Rock (S),Local Road,No,No,0_to_16,Day,,,
20161168,NSW,2016-12,2016,12,Wednesday,16:20:00,Multiple,No,No,No,Car passenger,Male,12,20,2,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,Yes,No,0_to_16,Day,,,
20161151,NSW,2016-12,2016,12,Tuesday,17:30:00,Single,No,No,No,Car driver,Male,19,100,4,Inner Regional Australia,Central West,Bathurst Regional,Sub-Arterial Road,No,No,17_to_25,Day,,,
20161079,NSW,2016-12,2016,12,Thursday,12:15:00,Multiple,No,No,No,Car driver,Male,23,107,7,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Arterial Road,No,No,17_to_25,Day,,,
20165062,WA,2016-12,2016,12,Monday,11:40:00,Multiple,No,No,Yes,Car passenger,Male,19,20,2,Remote Australia,Western Australia - Wheat Belt,Jerramungup (S),National or State Highway,No,No,17_to_25,Day,,,
20165062,WA,2016-12,2016,12,Monday,11:40:00,Multiple,No,No,Yes,Car driver,Male,19,130,1,Remote Australia,Western Australia - Wheat Belt,Jerramungup (S),National or State Highway,No,No,17_to_25,Day,,,
20165110,WA,2016-12,2016,12,Friday,15:25:00,Single,No,No,No,Car passenger,Female,17,0,2,Very Remote Australia,Western Australia - Wheat Belt,Kondinin (S),Local Road,No,No,17_to_25,Day,,,
20165110,WA,2016-12,2016,12,Friday,15:25:00,Single,No,No,No,Car passenger,Male,21,0,7,Very Remote Australia,Western Australia - Wheat Belt,Kondinin (S),Local Road,No,No,17_to_25,Day,,,
20161271,NSW,2016-12,2016,12,Tuesday,14:48:00,Single,No,No,No,Car passenger,Female,24,0,8,Outer Regional Australia,Far West and Orana,Gilgandra,Sub-Arterial Road,Yes,No,17_to_25,Day,,,
20161161,NSW,2016-12,2016,12,Wednesday,8:00:00,Multiple,No,No,No,Motorcycle rider,Female,36,68,15,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Collector Road,No,No,26_to_39,Day,,,
20164048,SA,2016-12,2016,12,Friday,12:10:00,Single,No,No,No,Car driver,Male,35,170,13,Very Remote Australia,South Australia - Outback,Ceduna (DC),National or State Highway,Yes,No,26_to_39,Day,,,
20165151,WA,2016-12,2016,12,Wednesday,16:19:00,Single,No,No,No,Car driver,Female,45,110,13,Inner Regional Australia,Bunbury,Donnybrook-Balingup (S),Local Road,No,No,40_to_64,Day,,,
20167005,NT,2016-12,2016,12,Thursday,17:55:00,Multiple,No,No,Yes,Car driver,Male,55,60,26,Very Remote Australia,Northern Territory - Outback,Central Desert (R),National or State Highway,No,No,40_to_64,Day,,,
20167007,NT,2016-12,2016,12,Friday,9:15:00,Single,No,No,No,Car driver,Male,47,117,12,Remote Australia,Northern Territory - Outback,Unincorporated NT,National or State Highway,No,No,40_to_64,Day,,,
20161066,NSW,2016-12,2016,12,Thursday,15:15:00,Multiple,No,No,No,Motorcycle rider,Male,58,72,26,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,National or State Highway,Yes,No,40_to_64,Day,,,
20161340,NSW,2016-12,2016,12,Monday,10:00:00,Multiple,No,Yes,No,Car driver,Male,68,79,27,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-Arterial Road,No,No,65_to_74,Day,,,
20161303,NSW,2016-12,2016,12,Thursday,20:45:00,Single,No,No,No,Pedestrian,Male,18,0,3,Outer Regional Australia,New England and North West,Narrabri,Local Road,No,No,17_to_25,Night,,,
20165081,WA,2016-12,2016,12,Saturday,1:10:00,Multiple,No,No,Yes,Car driver,Male,53,114,27,Inner Regional Australia,Bunbury,Capel (S),National or State Highway,Yes,No,40_to_64,Night,,,
20167014,NT,2016-12,2016,12,Saturday,21:50:00,Single,No,No,No,Pedestrian,Male,46,0,15,Outer Regional Australia,Darwin,Darwin (C),Collector Road,Yes,No,40_to_64,Night,,,
20161124,NSW,2016-12,2016,12,Tuesday,11:45:00,Single,No,No,No,Pedestrian,Female,86,0,44,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,Local Road,No,No,75_or_older,Day,,,
20161167,NSW,2016-12,2016,12,Wednesday,17:45:00,Single,No,No,No,Pedestrian,Female,22,0,7,Major Cities of Australia,Sydney - Inner South West,Bayside,Local Road,No,No,17_to_25,Day,,,
20161054,NSW,2016-12,2016,12,Saturday,0:52:00,Multiple,No,No,No,Car driver,Male,76,88,43,Major Cities of Australia,Sydney - North Sydney and Hornsby,Lane Cove,Local Road,No,No,75_or_older,Night,,,
